,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
43,[0.6203009791985863],[0.6170439052219041],[0.6135517134867541],[0.569594033388309],[0.6653466131274641],[0.7046377435146164],[0.6272386707974511],[0.6996912620732352],[0.7073725712145569],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,[0.40898019101908273],[0.36336978280145926],[0.3849987198164861],[0.4532165333626606],[0.5092330786530813],[0.4285386878627764],[0.4354144357003489],[0.4319216238428229],[0.37168396024523004],[0.4551015720641609],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,[0.39991017034990595],[0.3080368569330976],[0.45702178237761115],[0.28039461014627887],[0.4903382562458002],[0.38731111919965555],[0.3279855567141891],[0.4955069342166091],[0.3326090941535574],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,[0.04829868783594604],[0.051049831493714296],[0.39182777416558273],[0.4578731807947619],[0.44614667062378605],[0.42163354022128324],[0.4784158134847091],[0.38678961228151953],[0.35289294058610493],[0.38141687998047946],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,[0.6162653278953014],[0.6373039647624037],[0.5689379579543535],[0.5388618146076932],[0.6426306397781034],[0.6002695901209218],[0.5748213025259812],[0.5612611942576139],[0.5437149682320312],[0.6541349727359949],[0.5528570238478412],[0.7427899677032511],[0.655241129274754],[0.7035173487418402],[0.7088606855742955],[0.6874550444537304],[0.6601874457812188],[0.6647758941846519],[0.5975479827728125],[0.6515078748726807],[0.5656491986719258],[0.48620776355792655],[0.5991390825649956],[0.5601961993994321],[0.5828397709402442],[0.5046566463908541],[0.5757694563152541],[0.5713035453505845],[0.5382137694882968],[0.5599158495775064],[0.5681589459957163],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,[0.5176953505504498],[0.5410759437305929],[0.6134356676449048],[0.5617334893733749],[0.5460132992612414],[0.5607380891244783],[0.5149406537652611],[0.618914084104949],[0.5295171418586686],[0.6060232206163472],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,[0.48894606819796055],[0.4903195273476467],[0.540543938536244],[0.5654544700128536],[0.4996551415153],[0.5523448934956364],[0.5500981960097243],[0.5088941913933546],[0.5558662960749146],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,[0.49551304895338266],[0.4959805136691431],[0.3973280424168948],[0.4994656657028503],[0.5134110117563484],[0.5175229885480931],[0.4872946369072883],[0.5525686117052241],[0.4924397815354247],[0.4950788752123397],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,[0.7233211989485538],[0.6809789285198716],[0.7154049744678436],[0.6633893705587747],[0.6963995408745116],[0.7072232293746338],[0.7045893652582093],[0.6856078273176537],[0.7136437171653015],[0.6652154399325672],[0.6590274781402136],[0.6941824913279819],[0.6917761499165022],[0.6989754424731085],[0.6868814954610021],[0.6656982276385034],[0.6775293860694369],[0.6658440178929058],[0.6851818597489401],[0.7264469445661882],[0.6526975464439632],[0.7084465705098492],[0.6693302350629211],[0.6958096194967863],[0.6779532770275525],[0.6876529481805426],[0.7099194176992386],[0.6415476459078143],[0.6633576147747849],[0.6755816289342911],[0.7217723333157012],[0.6837404923412518],[0.72231152679156],[0.6707643030817741],[0.6772727079635994],[0.6751822876618128],[0.6952680268763524],[0.7079844420848929],[0.7145349811803469],[0.7248788222035495],[0.703626205488718],[0.7487142806911071],[0.7156706969735603],[0.6858855944455705],[0.6852677458387451],[0.6659703764513851],[0.712432430454684],[0.7303016495986953],[0.6787451668348568],[0.7034342450488092],[0.6951035053787459],[0.6963833324537478],[0.7366804937845934],[0.70862886119365],[0.6956667140406083],[0.7227404647952052],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,[0.7461576694575577],[0.7045678747776492],[0.733454436291084],[0.7013495916727296],[0.6826285620558555],[0.7474384185293736],[0.7350777017592048],[0.7335335392323087],[0.7646443286268263],[0.7782014404117014],[0.7779176502881321],[0.7481021964535781],[0.7902910237509065],[0.8190584170261556],[0.7815038591165968],[0.7791234199743614],[0.7888330863070153],[0.815837884251856],[0.7700775626384596],[0.7792945966889819],[0.7744554354204417],[0.8026993026049221],[0.7747262209710247],[0.7848397318415651],[0.7818264245494944],[0.8074296403857982],[0.8096113804888753],[0.7776400448285044],[0.7366463758740628],[0.8051500950125429],[0.8049885873048105],[0.8223183105658761],[0.8282289217149142],[0.7970020552781022],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,[0.7591337033369662],[0.7590320653404489],[0.7222137320203472],[0.7307539643932709],[0.7302406658052706],[0.6512323296734513],[0.751728612850082],[0.7148489345347976],[0.7006523693943577],[0.659320503185918],[0.5876637242398842],[0.5913927403127248],[0.5992391427451104],[0.5947896850169571],[0.5374967792364406],[0.4995365842944214],[0.536327431860144],[0.3699619682284315],[0.3501822547417053],[0.33468797926322646],[0.4762760283449512],[0.3793849290424412],[0.3428815004589189],[0.3517856568950992],[0.38776900125195174],[0.44153609454016435],[0.40162917423892075],[0.41089531202909507],[0.5454921190272051],[0.5474857844994442],[0.42860620977360825],[0.5186104711687926],[0.5221169858894291],[0.4485130932846183],[0.48386878271629363],[0.5535578859527559],[0.4577028721816239],[0.5711400630919956],[0.5091141896417143],[0.40949097190253736],[0.5587383032710008],[0.679542518725191],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,[0.5648199560496308],[0.38778661590906416],[0.5271978850331775],[0.4745329079105458],[0.49666265281528765],[0.49394036145336095],[0.5402192234989486],[0.4644447173001125],[0.49018828285709676],[0.3539559472862372],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,[0.3679615581369458],"[0.36431249047840536, 0.7135194110971543]",[0.40981852626295623],[0.47672730964759696],[0.420232277581322],[0.3779912396826131],[0.36641601034964644],[0.30833556957229796],"[0.44854202794839204, 0.7134820775441703]",[0.34917082166929814],[0.3820381740303819],[0.40479364227044756],[0.42292672344776516],[0.48430420746882996],[0.34959716595064],[0.4088522527414355],[0.40775127856007],[0.39926960427123165],[0.4340918390891212],[0.37307291297341344],[0.48781667123566813],[0.4662380263762697],[0.4597104562163399],[0.407466757115709],"[0.376368315225043, 0.6391878626389642]",[0.3995367966632206],[0.4550759354415314],[0.45698176310950034],[0.42741447680503336],[0.4386708229057542],[0.42115404476508495],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,[0.0],[0.507980313816174],[0.5320094439896487],[0.5608248759440645],[0.34482600805036745],[0.43414292189185655],[0.4144731348872881],[0.1111295006345225],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,[0.18964104847698615],[0.12980457289907432],[0.1236823402794468],[0.08683488889625894],[0.1253185625890744],[0.20222854185640488],[0.17379059425892973],[0.0886842649482627],"[0.0, 0.007850855205460458]",[0.04246721561188867],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,[0.6912792231588359],[0.6017583529474371],[0.508168751107451],[0.6255528332063691],[0.5977480505155155],[0.5601168648358249],[0.5975513400059216],[0.6409665185843559],[0.6010183005952849],[0.617029667102361],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,[0.4734956102898285],[0.4558011389231944],[0.49994561477353033],[0.5267315022011678],[0.47909713065672793],[0.5101642458658284],[0.41686173581485353],[0.48097854905640547],[0.47722598050744386],[0.5463531868988402],[0.46818937335872074],[0.4534319696435787],[0.47861875934968573],[0.47815104731977226],[0.5434584180664987],[0.5192930256479839],[0.5428296228032606],[0.5283852237246369],[0.547794068568193],[0.5024035682835275],[0.524481115137402],[0.5414466554526358],[0.5182288501563703],[0.4815348581675946],[0.5217922126224999],"[0.500264962214776, 0.15812851646572199]",[0.5214588155582621],[0.5122906420414102],[0.4880195479636154],[0.47591249185248247],[0.5127166005148569],[0.5300748589215265],[0.514861534327644],[0.4557531542576425],[0.5124947662042072],[0.5209674135877316],[0.49997893604900867],[0.542436704250534],[0.43199246112603223],[0.5299517146374132],[0.5242670433215029],[0.30077562677474207],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,[0.4126989345025016],[0.3715473262142017],[0.4193806180360425],[0.36924391320212946],[0.4395464018624914],[0.2506490913156556],[0.2123681049008324],[0.37708228992162407],"[0.4683140930174988, 0.0, 0.05207219550091365]",[0.4732540085396341],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,[0.31989909088167273],[0.3461457707011211],[0.34990372612057585],[0.282216155692693],"[0.2511882030446222, 0.0015053789794603777, 0.013915867030606936]",[0.37110204493491417],[0.27921984597073646],"[0.3374483657634676, 0.8106814255382084]",[0.4607232105944387],[0.3103771610286316],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,[0.5935582554194359],[0.6598964727886655],[0.6230883647795902],[0.6550762553965087],[0.6321679981529025],[0.587800752806682],[0.6460158843960383],[0.6447893294580404],[0.6886420841223045],[0.6803718283395775],[0.6643572933910609],[0.6403910909356434],[0.661993759541156],[0.6257461724621076],[0.6069181511287615],[0.6169044573869762],[0.6287426916299785],[0.633165094053499],[0.5942763232385927],[0.6480059050993865],[0.5962673611026991],[0.6494493866866183],[0.6052422058366459],[0.6342637340728684],[0.6517734877029602],[0.6582767934488214],[0.6750075981719729],"[0.7250381907223163, 0.5993179765565916]",[0.6390582407243937],[0.6011169491291879],[0.6420907058059682],[0.6510988846233686],[0.589748094256602],[0.5641084032684229],[0.6725975271342883],[0.6264288905646955],[0.587457475908923],[0.6380272839074488],[0.5996574644409942],[0.6526086866707235],[0.6030012307907018],[0.6150673858807854],[0.5904494451438509],[0.6188283234252706],[0.6626327350119786],[0.6287512450082564],[0.6206771605231077],[0.6456999087050198],[0.6413664772657325],[0.6505758993441252],[0.6623728005719882],[0.6312824403504467],[0.6693816651938119],[0.6951219479461792],[0.6712234679660642],[0.6283360307165032],[0.666064578956548],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,[0.5243679138433369],[0.48891837407345456],[0.57735269886218],[0.5310286137338848],[0.5184441232883835],[0.570770249673872],[0.5798073081977573],[0.580398841794973],[0.5794103151492304],[0.559969487346442],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,[0.5312868481617308],[0.43177516413419975],[0.40545853683935723],[0.41219297528666576],[0.4630720387750132],[0.544632362496015],[0.49172150098158524],[0.4174067581644547],[0.48129730429825385],[0.3307797023585539],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,[0.5916967862427446],[0.4831207771281933],[0.6095049766237626],[0.6199189557259807],[0.6161634738985037],[0.6393477600149041],[0.5834252858442166],[0.5684629262361021],[0.5899999028469485],[0.6212852482468229],[0.5436328939581041],[0.5394597069783111],[0.5940496699003432],[0.5812413744589414],[0.6599848234137603],[0.5967333881552758],[0.644842137167321],[0.5885753224234778],[0.6176152823096914],[0.5815121867820379],[0.6073595271870671],[0.6201165194945526],[0.5835572103777895],[0.5883482035756172],[0.5264585884091522],[0.5796396069696078],[0.5154342802586814],[0.6389637690231702],[0.6908584007605776],[0.523336497959598],[0.6311523537179033],[0.5853571024497016],[0.6537065866790953],[0.5750755710317782],[0.6114781965967997],[0.5421656435279087],[0.6116047302080847],[0.5578357112311394],[0.6133702816635779],[0.5490092060785977],[0.6109236261578959],[0.6093569454158733],[0.6280866587892628],[0.5755709413675693],[0.5529949087017026],[0.5690781799004649],[0.5875552778814144],[0.5919552130526884],[0.5915189796283592],[0.5968135784457942],[0.6678486017014995],[0.6129205393759722],[0.6352988389531636],[0.647122379119739],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,[0.32249973980298546],[0.29999994281017284],[0.23647773445478068],[0.29195669794965307],[0.1680988734121299],[0.30226579519436875],[0.24118778402882426],[0.26570544562107107],[0.23630681054499908],[0.2563231297748127],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,[0.3461599988301937],[0.22619336992395436],[0.2200325777254729],[0.21592256966487622],[0.1753322533312385],[0.3226514020917302],[0.34598887188237465],[0.33221533023380584],[0.3563347956397207],[0.28460632215807946],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,[0.0030308876867465653],[0.014690290991098717],[0.00042353088737700806],"[0.001450756344017358, 0.0]","[0.0012153833468681618, 0.0]",[0.00046134328204440917],"[0.0014567600187438798, 0.0]",[0.0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,[0.7439511731027945],[0.7703064610088082],[0.7382100933927213],[0.7248951602979621],[0.7275651552631324],[0.7397898933192717],[0.7601804737171987],[0.7698212966813143],[0.8039980230481335],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,[0.47064895422363495],[0.442784850376901],[0.5088860273812962],"[0.5279624734682205, 0.152518241355894]",[0.5084505302266051],[0.447021253993758],[0.44268490543300454],[0.4608112088763208],"[0.34239194407919993, nan, 0.6192455025966239]",[0.5041388252164808],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,[0.4589611913973549],[0.49878053638224507],[0.46043104360221704],[0.4570377128782396],[0.5963655477970675],[0.53548891826638],[0.5445934647971463],[0.4662159247521766],[0.4551309191837463],[0.5253718490396676],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,[0.04185048257442937],[0.0816008185161337],[0.05975180810163935],[0.13083682129245922],[0.11477891959980012],[0.10045050371334871],[0.1691981121961935],[0.10213066802807393],[0.12595604673863875],[0.12079280623629698],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,[0.41780483962653725],[0.409319092033495],[0.4851652102624346],[0.588224728797579],[0.6182667800314166],[0.36874388258761176],[0.434964118164789],[0.4348681992958313],[0.606499332419766],[0.5515336375299307],[0.4990892291223348],[0.5070706393381746],[0.5870810651323749],[0.5146673124149658],[0.4639245299472576],[0.67991067123766],[0.6557734807745514],[0.36967603275134814],[0.45463603344311826],[0.6348725526124485],[0.6597768055118567],[0.5467528253970342],[0.548603508154622],[0.5797328914037753],[0.39201824140193925],[0.4810052618471257],[0.660151162169061],[0.599403438974928],[0.5353167311242919],[0.7340457234904968],[0.6838148156824542],[0.5558517715959017],[0.5671886546138857],[0.4814972694618708],[0.6491477497111263],[0.6124770267915516],[0.7608356524040405],[0.6758361813086172],[0.777584814238986],[0.5661130890323428],[0.4904144765395416],[0.6014337282426446],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,[0.5960834696750938],[0.5295353645641139],[0.5557027966801087],[0.6614920943990378],[0.6319278330258061],[0.6244103009510866],[0.5532335222343089],[0.6071848891329362],[0.6599771307221666],[0.6153074800171603],[0.5941860546438821],[0.62276145185007],[0.6059185785072883],[0.6129759330455486],[0.5537715860209195],[0.5639608845501506],[0.5793407228653144],[0.5945468401579588],[0.5776264792573165],[0.5356892315761848],[0.583660669336892],"[0.5950898629386617, 0.6857749197675633]",[0.5637581385316585],[0.5873035173698148],[0.6145382277144641],[0.5812489069047586],[0.6647964501923849],[0.6123840732668167],[0.5678509302523851],[0.5395093155709532],[0.6017065508887681],[0.6442296579576207],[0.5782654524676302],[0.5622382669532398],[0.6268880572739396],[0.5781637897255061],[0.582930374998133],[0.5898169973677079],[0.5551481918539497],[0.5954790978884319],[0.6078143507643976],[0.6126853177097793],[0.6176402605463528],[0.5827099708214588],[0.5609577643608584],[0.565776648355053],[0.5868779174818892],[0.6260342239896738],[0.599693022771804],[0.6284100787982946],[0.6278353990829021],[0.5972269078523131],[0.5984723573652369],[0.5389122158532005],[0.5841801682500405],[0.5940137503010436],[0.6264930687010735],[0.6082697758833041],[0.6241234053954022],[0.626783525369451],[0.6196859543350846],[0.6034713459668506],,,,,,,,,,,,,,,,,,,,,,,,,,,
75,[0.2113420567852155],[0.1870275750764406],[0.19248214944595518],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[0.7325330950072612, 0.533691543542957, 0.6724515936988644]","[0.7714633647534268, 0.6338888079695896]","[0.7967206706546448, 0.5859723375125363, 0.6693592299973345]","[0.8211029595131831, 0.5624673466536367, 0.6700664647345588]",[0.38011654830979297],[0.4461082446852821],[0.472260638289649],"[0.7777810947302657, 0.5749252025566509]",[0.4289033710290328],[0.4546095961897786],[0.4062514014803802],[0.48559480183163706],[0.3641290505530439],[0.4573030986211579],[0.40552437381141626],[0.40448074826201746],[0.4881547780225716],[0.4577372711701083],[0.4793321400059291],[0.47062943247168],[0.4475729383361726],[0.4693537095650844],[0.5232661391880283],[0.4595993781196643],[0.4755646771003971],[0.41564133506302825],[0.41023768928389226],[0.550724480758279],[0.36396913297254363],[0.4873741375752597],[0.8112812361248699],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,[0.8457861570750526],"[0.6813317943033148, 0.8736875952925675]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,[0.46922974968991404],[0.4518633011285352],[0.46244173739392325],[0.46812283607747596],[0.3761856111206298],[0.43050446346714877],[0.41980210412253494],[0.42376729841401506],[0.40613260440476084],[0.4773377356193724],[0.4241583469255948],[0.3610901513682984],[0.4332208106171066],[0.4041115334250169],[0.38035670132432625],[0.4422868056036248],[0.4299408804911232],[0.4765991253407421],"[0.0, 0.40377895396033614]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,[0.4730458816612155],[0.4007399131286806],[0.4955615829813139],[0.43989795398724296],[0.41456981694093187],[0.4297400068567688],[0.46785710119606383],[0.48929870504133366],[0.4669176178619385],[0.4083655053027477],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,[0.5509956106223997],[0.40813701966030047],[0.52822402856001],[0.5151707815538804],[0.5937379468623123],[0.6121886285916481],[0.5588148131800432],[0.4463375301107346],[0.47788979990749175],[0.5258410676293144],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,[0.695211081642712],[0.6750144344355176],[0.7413715663074116],[0.6859116047716719],[0.6938897875293313],[0.6866612243139258],[0.7145870491704464],[0.6976389464150895],[0.7178576455045867],[0.7054269959832842],[0.7133432633238113],[0.6899341887724535],[0.7484172944925935],[0.7293203552018308],[0.6615539219250595],[0.7129716925984717],[0.6703225588471611],[0.7543604766157926],[0.7342979639665338],[0.7139036712363959],[0.7214359895597002],[0.6852887604855935],[0.7168870335629555],[0.7218811398095252],[0.6877365358187402],[0.7314302337151909],[0.7250530952626444],[0.7185966938982968],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,[0.12006400740211627],[0.19589452810544788],[0.09793217684097184],[0.14615056759928677],[0.10618023209708234],[0.16395111791493044],[0.029222081216924364],[0.08680134281034965],[0.16604634947168062],[0.2336078033376821],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,[0.7133507567934076],[0.7058336448780179],[0.7481019813222736],[0.6909802268138336],[0.7093813479194455],[0.6997367170451982],[0.7493071768969972],[0.7222315128247433],[0.7272076994615904],[0.6708630919928815],[0.7257707881847393],[0.7509298753116035],[0.7302409994977308],[0.6628669374200938],[0.7303472270424306],[0.7423386356933837],[0.739086616426506],[0.7599624877180932],[0.7608943316488731],[0.7156837825048017],[0.7208396576611957],[0.7491654425811443],[0.7327348146398701],[0.7678149588960409],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,[0.4903307693720191],[0.3894307867264724],[0.36460768401394356],[0.32400118739987704],[0.3483865099136892],[0.32679677796637585],[0.343679725748692],[0.42566846366460875],[0.46258961344098337],[0.39698492120324275],[0.3830593980918761],[0.3194194113572265],[0.37719852257143294],[0.3897395717680086],[0.4169753653537186],[0.31083792993104276],[0.43477210541641953],[0.4199913975663364],[0.467809283622792],[0.43957991618601333],[0.38352569579170237],[0.34440399293159774],[0.4282056463164064],[0.414383151719893],[0.4279789980475924],[0.3881334483115466],[0.37021940018315624],[0.45227838464423054],[0.3050443470724689],[0.3797891644168565],[0.3839789630621064],[0.3371924430739648],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,[0.37690211920732875],[0.4588667176159271],[0.4367213808109604],[0.5267284141621341],[0.5242171757619967],[0.5761755273238842],[0.45903395025171095],[0.4404033532511935],[0.4022157654507378],[0.4951261048802473],[0.41047033706836994],[0.42698963367152176],[0.5379074373760204],[0.41283178439599577],[0.5815876322339403],[0.3915399411071022],[0.4607157960569331],"[0.3597938975356112, 0.073646808138036]",[0.5139522278468353],[0.45969249523492467],[0.42726007815757994],[0.39033686548411095],[0.5196002024393958],[0.3767057641075108],[0.4779785591676753],[0.5240210304043473],[0.49469380817034797],[0.534278490656301],[0.49477009012003575],[0.4759305525205511],[0.4321877955938842],[0.530617583736687],[0.5798704176835477],[0.5987582294966574],[0.5741280653672868],[0.6474532323370836],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,[0.47421114514793267],[0.39378961088058984],[0.4612997599516703],[0.5397862556564136],[0.43694584654293317],[0.5279185651169733],[0.5670165026297626],[0.45486316045571623],[0.4832305823849726],[0.49716306657238485],[0.42819948500408],[0.51139825554649],[0.4525092698855076],[0.5230585432368968],[0.4471954711551592],[0.5090901020364508],[0.4387230482128113],[0.469003360696653],[0.537143051277395],[0.40485720346809884],[0.4835758702894434],[0.37709091948368856],[0.5111385233726454],[0.47914429050035373],[0.5333792672206898],[0.4861897920635669],[0.5123493080989822],[0.4377808960628454],[0.48370170417002567],[0.40967536662911],[0.5008654941388195],[0.49803621186642094],[0.4945677423770539],[0.5339997108705893],[0.5284894540602294],[0.504535641103066],[0.42394842864636917],[0.4480111933487637],[0.5264268247098427],[0.5004700842953494],[0.5263242183377547],[0.43812542186708786],[0.5372755799680701],[0.5401150250188117],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,[0.5768186923256052],[0.5808125376169141],[0.6179228502004281],[0.5950081872712292],[0.6769678913413065],[0.6352678181752142],[0.6027158194091565],[0.6503269327126083],[0.6868753967038794],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,[0.5500622912814221],[0.48988229440595515],[0.4054731373041387],[0.4403666811122132],[0.5001644170054076],[0.3921449497309188],[0.5335958341075266],[0.4871199444942493],[0.5648973612227804],[0.4735581495045256],[0.5196189170253083],[0.4782460292234165],[0.42083694664160304],[0.49511525320656413],[0.4485904358890856],[0.6813430712955303],[0.5418633020282425],[0.48885143130443187],[0.46696121685203423],[0.47023647102758176],[0.486853192963763],[0.5139089135578518],[0.46866514283119065],[0.633936079383087],[0.534105798483058],[0.5263279118770575],[0.4326482055034638],[0.5447741270299402],[0.42355672662839605],[0.4671571933323226],[0.5745808229015531],[0.384034065242266],[0.4941582760237566],[0.4315050029598358],[0.44656549000636253],[0.48616864623566236],[0.4902057351441851],[0.5706858082796294],[0.48924305295700554],[0.49647970194258945],[0.7371703327707546],[0.5667779675263693],[0.46390363306564875],[0.5164763729242987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,[0.7004250441329161],[0.7461884326187876],"[0.7675570529844978, 0.7539454693987302, 0.5986515125682337]",[0.7209450203006296],[0.7514905497817332],[0.7864166712827186],[0.7221874224145999],[0.675757338413604],[0.7022731486594613],[0.7246707199744328],[0.7233767510286577],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
