,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
130,[0.48848343845429837],[0.4573906592603286],[0.4848626212404966],[0.47912044462798015],[0.4622740945938332],[0.4275423987524499],[0.4587837152319361],"[0.014338382469500926, 0.4856765003158291]",[0.4640690103251953],[0.4469808837075537],[0.522787995376814],[0.4751932624710953],[0.4590384438219146],[0.43913137255148327],[0.4190796705657674],[0.4758779209971195],[0.4498806290259543],[0.4734903659624936],[0.40841859607575803],[0.4101804096436814],[0.449661130698141],[0.49223197798887947],[0.45752514151630375],"[0.03485008549558637, 0.4343044212354244]",[0.46122036881085443],[0.4181601277979578],[0.41753791104311333],[0.4579494103558118],[0.4630062124105732],[0.4737425593178168],[0.4737841321180248],[0.4570257828288218],[0.5139174887635508],[0.4612247034952541],[0.49791993608221174],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,[0.8607444878508289],[0.8768467086755306],[0.8598269718112902],[0.8634884572240025],[0.8486899271787823],[0.8314624886257178],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,[0.5119493775765677],[0.5708806837572425],[0.38997013291422655],[0.3921005770808241],[0.4270118001132622],[0.4388308230613566],[0.5315420158052312],[0.47691554280566906],[0.45111963090361423],[0.43082557383198494],[0.45448925720966404],[0.47177288480499563],[0.5724639403617443],[0.49153140475758983],[0.5330023523598567],[0.5460378271672048],[0.5498464666355217],[0.5475158695480516],[0.6020880829848735],[0.40652469468314606],[0.5238735165935051],[0.5170446890423643],[0.5381919064546834],[0.5332451948916068],[0.5198161594567137],[0.47882407410760847],[0.4978116050983232],[0.4918284829752887],[0.46042117723425985],[0.5566069467433662],[0.5454601389234847],[0.4516596163868836],[0.596859790919488],[0.45572090370634366],[0.5028055698245457],[0.5594316951482647],[0.49651645962650837],[0.4847084397809361],[0.502455305383485],[0.4410295716859826],[0.5174045437078452],[0.46223166782695757],[0.5923338017922634],[0.5081391043046948],[0.48897364659449327],[0.49585721273227706],[0.6034049914948657],[0.5004942570766766],[0.5904992689708356],[0.5220224291865845],[0.5321512418667381],[0.5431100723879043],[0.5564664632920584],[0.5217603297550683],[0.524226525826636],[0.5455782891787053],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,[0.4063717567165511],[0.4346334881402916],[0.3136350867871319],[0.42571317812733445],[0.3459751901461744],[0.4456893716961765],[0.3740500874750385],"[0.6992289388018268, 0.40892999842397365]",[0.38814604443441036],[0.3945256445024469],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,[0.1796230938675853],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,[0.5915248254663051],[0.500278304672244],[0.5759912507059127],[0.49377330022554006],[0.47813643086839236],[0.6073856663559682],[0.537847654482027],[0.5120315242028259],[0.48203988272644216],[0.48272830502828445],[0.6436107242684821],[0.5052704024689119],[0.41227377121937764],[0.467832859132517],[0.4687833030022511],[0.6045003312989418],[0.612972146410158],[0.5884883911199192],[0.47133854256973934],[0.5986451732017689],[0.504794197491227],[0.5047905421154024],[0.6643690601368225],[0.5827695431614334],[0.5860343288243436],[0.5323100155256738],[0.5457918885649755],[0.5427494082786701],[0.5770076738719272],[0.5840688385536631],[0.5757544177557912],[0.5800425344203229],[0.557861170504089],[0.6241429746880158],[0.530438342172721],[0.5802698379321655],[0.55749718286288],[0.573241887137151],[0.6000532418100534],[0.6393495063659411],[0.5824051360931293],[0.5654317591851795],[0.5120876664625438],[0.5912886970295833],[0.526579758775535],[0.5447144492570778],[0.5130292278538595],[0.5962464770783807],[0.6648835682086618],[0.6031170588665082],[0.5882868157953334],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,[0.748650295386553],[0.7828163512692866],[0.6920223320287722],[0.8095154592442292],[0.6822471004715227],[0.7370691307434755],[0.6501258661202294],[0.7432125800237819],[0.7841787649304011],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,[0.7717491925740932],[0.7169183008743766],[0.7664586367091457],[0.7109215342896749],[0.7718486892816434],[0.7723701625899907],[0.8045930204042985],[0.765708602833519],[0.7513328464392055],[0.7418358412681351],[0.7143865962955004],[0.734510831239957],[0.7726823079578975],[0.788428641983747],[0.8023043868388864],[0.7878506231323996],[0.7800059564639557],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,[0.47864642733292345],[0.5360195640516884],[0.47197634730757726],[0.5311039534229347],[0.5407840107288612],[0.532151457557864],[0.5797677159909315],[0.45851012360148363],[0.5114226977548559],[0.45018534713247166],[0.5384731813812482],[0.5216437354339942],[0.5756585262190425],[0.43822101838653765],[0.5158116591616434],[0.5190688395403373],[0.5057088660194514],[0.5704029813523629],[0.5482101394387298],[0.4523176653618718],[0.49810035171399786],[0.5055861575643308],[0.48452411208053625],[0.548680188006442],[0.6188289206265047],[0.5629249152170139],[0.556940554356565],[0.5500986833397042],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,[0.27649405344883815],[0.17503190755569845],[0.19316676658293674],[0.07242072176616872],[0.22597828095110153],[0.15168787582534385],[0.2710384822848477],[0.17663408513013132],[0.22525848441186405],[0.3281969165799223],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,[0.4943995560136382],[0.47911214070219915],[0.6100214570086452],[0.48132383553223657],[0.5078437211029219],[0.528514453336588],[0.5297912255224799],[0.49156537623415936],[0.4764933162061641],[0.5596668902191004],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,[0.4997772665396197],[0.46953169567852304],[0.5490667880781273],[0.480915198770848],[0.4858820038995915],[0.49709773980109895],[0.500542695320198],[0.5101799358100368],[0.5397040423020031],[0.5108889336831811],[0.47164667062593124],[0.5159166322597337],[0.5154454483735584],[0.5628344856630185],[0.5184880385540663],[0.5003103257151662],[0.502481749613918],[0.4721807789508665],[0.506801498761637],[0.5093845919361104],[0.47344139361859483],[0.46200354252643033],[0.46827087380384663],[0.49172418230237425],[0.5059142569389827],[0.5284012626599395],[0.4645587661162599],[0.47732528689330933],[0.4855859856520265],[0.4999668998079416],[0.4527290713615545],[0.517240503561901],[0.5240762694296541],[0.5317823653452072],[0.49165087802609825],[0.5054031346966199],[0.4564461318845931],[0.5398345894591275],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,[0.5832519079561101],[0.5421765510624572],[0.6080646354051379],[0.5136814085739448],[0.5915724079420945],[0.5985419347287523],[0.5958851561561985],[0.5527739634592106],[0.584337936571736],[0.5762265875844832],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,[0.5793125843813802],[0.5747477024039678],[0.5891281411066223],[0.5231957085582575],[0.5361947164588798],[0.5261714177484468],[0.545350524578348],[0.5579496686661816],[0.5423764831246897],[0.5995437938960941],[0.5925883736522959],[0.556886142339858],[0.5247393066186588],[0.5163197603626346],[0.5583948790869134],[0.5634314036522224],[0.5574560477248629],[0.5606135109142834],[0.5411280879343512],[0.5335866649052369],[0.5784499663454339],[0.595411716732388],[0.6025319881211766],[0.5889694962481615],[0.5818113777956588],[0.5647255654931941],[0.6014737713094865],[0.5749623656919364],[0.5593724085477035],[0.5735492982633875],[0.6275036642022545],[0.620397516459313],[0.6047898416779436],[0.5448774968195597],[0.5770544048824617],[0.5215300210079072],[0.5110659226463136],[0.6262398464877126],[0.5850298351193193],[0.5762348161247217],[0.543156092391921],[0.5725426110756995],[0.5871141509134726],[0.582468650998717],[0.5856638090403967],[0.5606598315628555],[0.6345686713759153],[0.5613793876126393],[0.5796444200550944],[0.6224883720022621],[0.5499314650373852],[0.5594025444623503],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,[0.47240229743391443],[0.5082505096751856],[0.46637139923434545],[0.4630234456778476],[0.46829548476430527],[0.4179975317696046],[0.4460360141175444],[0.46906694914682595],[0.5069398808260119],[0.4133590143080701],[0.4515185382672694],"[0.6870103727827894, 0.03490432380994216, 0.42238121901384523]",[0.42055582821590304],[0.44371696268062466],[0.5103766033377006],[0.49415171931264895],[0.4748464940827342],[0.3981389383087283],[0.4852877804803994],[0.4116287330901824],[0.5442248094106349],[0.4916720867708688],[0.5252963464150343],[0.5412882546495136],[0.4582667931107603],[0.5245733377641472],[0.4391026153035841],[0.5179841180158703],[0.47026794137556027],[0.5212725136091724],[0.506358365489822],[0.42643540450287803],[0.45292958278369383],[0.46845130896212034],[0.4766549166275036],[0.5304605295036108],[0.4212665163132239],[0.5153752432125643],[0.5155555026395102],[0.4849310266018773],[0.5266516938178298],[0.5208716800783646],[0.5556424143101324],[0.4981329546254198],[0.4887292754721902],[0.44545543832267637],[0.420157317188425],[0.44379623448249006],[0.5033237800020512],[0.49890344097662387],[0.4187164528318773],[0.465148814365422],[0.5152890435068372],[0.5084920361517865],[0.4364470790465341],[0.45241228572564507],[0.4938932929694751],[0.4433933778293453],[0.47466791159256677],[0.41646030640657766],[0.5461031841845276],[0.48554595271426604],[0.4817223285129632],[0.5072405722711548],[0.4922211877732325],[0.5500487540831399],[0.49535315006165387],[0.4434204649783111],[0.5154461327909347],[0.5348901463779929],[0.5273497408228952],[0.51710981703729],[0.4423398943142013],[0.569744304604158],[0.48576170445807104],[0.4752172403424308],[0.44943350519320263],[0.44002547135902254],,,,,,,,,,,
146,[0.3352376765459833],[0.42805249223544556],[0.4035484228184351],[0.3472773708092439],[0.3876727688100033],[0.24256601387793042],[0.22664645994910448],[0.34767961876954423],[0.3041948353812289],[0.34327739787173006],[0.3907154407565782],[0.437419319618957],[0.3088337090829553],[0.3547101910672138],[0.3112620892998755],[0.273543251457316],[0.21370157126606285],[0.26380399085354034],[0.2740514254005853],[0.18190486824810928],[0.4214009323382189],[0.42580513173906087],[0.24155545793869232],[0.38089937962632553],[0.32915128659660725],[0.3651590372465473],[0.23671292847395603],[0.30739624785609676],[0.3157599164888867],[0.3447901133348957],[0.23266931560227325],[0.20931753725669944],[0.32068251088374733],[0.41600838392193806],[0.29517015402317753],[0.36281268773127445],[0.363519275252572],[0.2574301567598338],[0.24966692992250145],[0.33430412982828395],[0.2861334665270809],[0.3667676781626746],[0.35431767253191654],[0.230724645266452],[0.3340857355873761],[0.35044877071779545],[0.31657098642120024],[0.40706652108686325],[0.4283575687941772],[0.20932671193615893],[0.2657101701493489],[0.4098144784868326],[0.3427870045255267],[0.3274927463273829],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,[0.22305954520423799],[0.23539324371969209],[0.16047742732830933],[0.12666305057353883],"[0.293762202703742, 0.0]",[0.1738028640971837],"[0.0, 0.29252945585111084]",[0.30065855358243576],[0.13261016322755972],[0.18466644472410038],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,[0.6292728215611808],[0.6515132938037773],[0.64624819470973],[0.6238647273236712],[0.6475588690493775],[0.6684906459463453],[0.5969260518426492],[0.6647067633170063],[0.6166828417758095],[0.5845802103679216],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,[0.408280157890083],[0.2901170958182223],[0.374591921629611],[0.3281554392005027],[0.3038058580488288],[0.3710441249078078],[0.4109991461951917],[0.3422822628475244],[0.3852850840805557],[0.2900104675107113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,[0.46066808066336307],[0.29618177239936616],[0.37086417384144665],[0.32033424645841285],[0.35993604418860975],[0.31218373641014163],[0.3494783907994859],[0.35817733297343707],[0.3756383890266429],[0.37565364274137136],[0.42791242742510777],[0.3891162228100133],[0.4065551084356751],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,[0.5554455941251502],[0.558023712211881],[0.5625215587755072],"[0.5963557825922501, 0.1549199765731963]",[0.6394195638293433],[0.5653381829753126],[0.595719413979565],[0.5040252630584093],[0.5507915219042115],[0.6081042451996658],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,[0.1372541957020907],[0.17602547785864087],[0.12338973704493172],[0.1792355300433504],[0.1407776968746618],[0.12602496268308408],[0.22817214947904424],[0.09107803938402256],[0.12915006371345356],[0.18223046594776046],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,[0.5422827028863988],[0.43001371191088894],[0.5093999875490351],[0.4872344376507267],[0.48426701308030656],[0.4359779285494734],[0.5447752964280952],[0.5099087991156611],[0.5492783043372643],[0.5558819135051494],[0.4687406487755711],[0.5809967704698231],[0.5521572521999729],[0.47492610620498854],[0.5017121573740211],[0.5011281489594601],[0.5322382874144871],[0.5098301708180301],[0.48891124214286646],[0.5739746095425196],[0.47337949729332696],[0.5116022667391372],[0.44433513349619685],[0.47730293384270783],[0.5333014868366696],[0.46635049672506035],[0.5197577659642962],[0.5664748739254789],[0.5938729683047225],[0.6037779338765511],[0.4728476268541769],[0.5850830019959663],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,[0.6134189276169101],[0.693454483126676],[0.674296851047918],[0.6810615111678927],[0.6373518367121184],[0.6385488134239742],[0.6659836715204859],"[0.7309407720246295, 0.535514501686903, 0.7328137998323504]",[0.6453271822232072],[0.6562769721541609],[0.6379210499851418],[0.6768410446481563],[0.7026399943517534],[0.6836173853324437],[0.621643151187755],[0.6946023117274854],[0.7115218539410421],[0.6157455876190522],[0.6134271758167663],[0.7239497437418766],[0.6139087057282547],[0.6385463113006046],[0.6735192812812916],[0.63255372079633],[0.6381848698778481],"[0.14201916243986504, 0.12841193782234506, 0.5826547846620497, 0.7303931463820941, 0.7568963800811703]",[0.6411978524013214],[0.6833412831187968],"[0.6792476440535634, 0.6772192844693571]",[0.6230609468406934],[0.7546437202803274],[0.7434474484428218],[0.7536846604494017],[0.6657558957661025],[0.6744752129629942],[0.701684744081659],[0.6957556586899861],[0.746532499412207],[0.7078226923259636],[0.6932772220422427],[0.6342616553940519],[0.6829277191866779],[0.7267460757135015],[0.7031485214845732],[0.6000979153498858],[0.680454637691065],[0.7150975019824878],[0.7103815552457726],[0.7164178655225705],[0.70974967917929],[0.6769117484471701],[0.729092830830417],[0.669004836649379],[0.7179430167385943],[0.6715088157502999],[0.6519783378732378],[0.6414847986261597],[0.7618944685334412],[0.758624531921102],[0.7311552083007932],[0.7620241354720529],[0.6499062921616056],[0.7486557204909815],[0.7371273654667287],[0.7709681145541514],[0.7609102221638223],[0.7417150086372818],[0.7166305052933188],[0.7216850271421631],[0.785991405396821],[0.7226410663335566],[0.7838973467628597],[0.765815306944909],[0.7146293638413107],[0.7592962363212392],,,,,,,,,,,,,,
155,[0.4957119441587439],[0.49421464588056757],[0.4759283515434125],[0.48945457387778235],[0.5545624110697852],[0.5491898593425129],[0.5505143193053905],"[0.7145359762379988, 0.65716562765241, 0.6677705679618872]","[0.7526280050781617, 0.7299903786811966, 0.682777599268147]","[0.8010401606281919, 0.6791846219719387, 0.7301908114127335]",[0.46462263455944],[0.49143909972176214],[0.46974615644181034],[0.5392600698211457],[0.5247261267029634],[0.48901315615397783],[0.5404926310005442],[0.5156099556604589],[0.5557114192860986],[0.4510465176963157],[0.5061096108688375],[0.4819039392272533],[0.5425124250031031],[0.5814746222761066],[0.5538807724107865],[0.5016151696485056],[0.5547105835784861],[0.5439359596248958],[0.5477814437725425],[0.5954386103433943],[0.5615807158722536],[0.4750892704899822],[0.5275289243196593],[0.5759645411409808],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,[0.5963162613771791],[0.5672451111092986],[0.6713993811652696],[0.6319564549597989],[0.6595337289101224],[0.5778360603814725],[0.6599009788501418],[0.6411324313917434],[0.6783997830268468],[0.6168958493356751],[0.6579675990834567],[0.6750891331480194],[0.6496172086257658],[0.6384644180810362],[0.6013114507130491],[0.5987197731587064],[0.6319944513187903],[0.6118876124232283],[0.6641514109730455],[0.5879631648229836],[0.6705393468158175],[0.6393395958089859],[0.6618099788541675],[0.6465475083641689],[0.677172793234757],[0.6925481490556866],[0.6481699167108255],[0.688016702082577],[0.6140737175423296],[0.6248585461482047],[0.62496849308304],[0.7131853885324065],[0.6908192539427934],[0.624891487840128],[0.6831477939803956],[0.641412102599634],[0.6895687747924949],[0.6438534841635853],[0.646015466643966],[0.6385080437020512],[0.6928306102665555],[0.6499972409196904],[0.662506162057942],[0.6177421350452874],[0.6949973304187738],[0.6959490157297696],[0.6855009943079932],[0.6713919382735569],[0.6780820486659883],[0.6690553350463538],[0.6507386698537948],[0.6526735650194878],[0.6666491745935508],[0.6839162194417895],[0.7225427674968321],[0.6837899959351944],[0.6775568773818698],[0.6823252459291923],[0.6854336651309667],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,[0.40228570734812324],[0.48447743887186856],[0.4550563842782511],[0.5511732584015194],[0.538197709167821],[0.5196079732898333],[0.5649655935663523],[0.601889928154264],[0.5702462761585837],[0.686247924368896],[0.5717975368323043],[0.5583531998449295],[0.560892955812943],[0.5933823567620437],[0.5869509256327539],[0.5901191573755453],[0.5906101005891051],[0.723309042753631],[0.5500899581271267],[0.5877029713448232],[0.5579734396239595],[0.5872238057078413],[0.553757185905702],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,[0.48712252238884496],[0.4690604310071728],[0.5473847290469197],[0.5745069105482008],[0.5841503231491282],[0.46631846331158855],"[0.5323106769682052, 0.6703446197843297]",[0.528858515854773],[0.5780919573609189],[0.5703751424394097],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,[0.6287131386844436],[0.6033711206402304],[0.617753192548708],[0.5796136375395878],[0.5950446344197086],[0.6071805199983008],[0.6328116775744332],[0.5417695475353154],"[0.6002681419689474, 0.1535453384862761]",[0.560640667331837],[0.6013957266096248],[0.5904565177931256],[0.6308971189533483],[0.5776001751078423],[0.6837631569229832],[0.6388344904357693],[0.5842745953542078],[0.5560523116525055],[0.5960638913399614],[0.6339142484032746],[0.5377008359908125],[0.5571876956547207],[0.6126964743335507],[0.5709742462118715],[0.5484169838748323],[0.5755829941548019],[0.5486857229685068],[0.5732752486425521],[0.6173322720695292],[0.6040944019705462],[0.599877797588299],[0.5779770288481948],[0.5551609079892119],[0.5573035315133607],[0.5771927315140467],[0.6118564873373449],[0.5921401453085814],[0.6271146265599902],[0.6267407321860017],[0.612334621336525],[0.6074433011499798],[0.546896921844202],[0.5737088550062878],[0.5948784382139809],[0.6215540898838611],[0.5904022461560061],[0.6467519862682032],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,[0.5411258145400667],[0.5283119965417502],[0.5273313536353632],[0.5607163625050441],[0.5607909096451202],[0.6123291886201845],[0.6085776515311823],[0.5822024497243321],[0.5841074963239841],[0.5571153896938587],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,[0.42465632282704424],[0.39542966018449727],[0.47732689454111016],[0.5012166435830677],[0.41129088068825176],[0.4966034746111373],[0.4887846607279703],[0.48266910884266007],[0.4541495803922181],[0.4974125161079873],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,[0.4887208923770896],[0.5138305627575314],[0.5303565883202753],[0.6382621753481413],[0.7079014090604451],[0.7217540217703623],[0.6611739093273227],[0.504027004043872],[0.3097159242764419],[0.4221359300678836],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,[0.3535589556324218],"[0.0, 0.3798049952102179]",[0.20698680549354143],"[0.0, 0.32662983848362714]",[0.3248431307680668],[0.34708232073958173],[0.294950857513985],"[0.0625944571652734, 0.5196385098097649]",[0.319216527456886],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,[0.6818505747002771],[0.6553587358900286],[0.7074774131497598],[0.6731488071003352],[0.6743151892506737],[0.6195637936359849],[0.690764490980103],[0.6955129821020489],[0.6968224389340494],[0.6891088444006134],[0.7055496356915885],[0.7100135837766973],[0.6582420627324482],[0.6676113253965027],[0.716876720245926],[0.6743568929662709],[0.6735666104273509],[0.6693879351475307],[0.7166055034655435],[0.6796155701383373],[0.7131438767343315],[0.6672085012018452],[0.7109950954187512],[0.7057802197857819],[0.7099796692049838],[0.7006570303357864],[0.6998762787320361],[0.6686038888700775],[0.6672764951214211],[0.6991139510312027],[0.6551321010749342],[0.7422084514301108],[0.7034522856777782],[0.6790538377116949],[0.6979556915483265],[0.6913754488220945],[0.7142665837558098],[0.7351000383015432],[0.6773515750059437],[0.7210374096444762],[0.7061450016571728],[0.6926261812189632],[0.7287318597335969],[0.6967145139129406],[0.7183588002516418],[0.6838116664773198],[0.7172268767411972],[0.7007940870892115],[0.7226333268512108],[0.7001242223855686],[0.7296606728926065],[0.6999191447977792],[0.6995207474141714],[0.6983330382374306],[0.7007632094380231],[0.731210892970996],[0.7198371132688602],[0.7094104530210563],[0.7058735832139229],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,[0.4899591042466082],[0.3814051874768154],[0.5553925382381766],[0.5414196242344946],[0.6277949949944219],[0.5399960791350801],[0.5764076480580449],[0.3902751751058448],[0.40613190103371033],[0.41814684372832017],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,[0.6434127565678697],[0.5463792546489834],[0.5682637441198559],[0.5913584929024464],[0.5923539207429991],[0.6210262037515407],[0.638576386832496],[0.5463513926405992],[0.6301340260906527],[0.5728490779559672],[0.5750014157209766],[0.698344574453629],[0.6088104918991695],[0.5717778303012223],[0.595640168627316],[0.5644086344311928],[0.5707799136082476],[0.5920451206252196],[0.5229455545578063],[0.5226691547048536],[0.5770866963366299],[0.557954582497652],[0.577381858126629],[0.6009538941343897],[0.6173483042512781],[0.601829200982365],[0.5072296699723596],[0.6100603921853422],[0.5560036244300247],[0.589216414537119],[0.5520055928842654],[0.5453651049728145],[0.5595209780979986],[0.6294475961632945],[0.6299591931282882],[0.5939519029888078],[0.6338086248487214],[0.5950231641980336],[0.5656132677437752],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,[0.7197533857669257],[0.7267854691033298],[0.7261632559446858],[0.7326047756828362],[0.7452503849581918],[0.7027859960736214],[0.7089899072243355],[0.7164502629451549],[0.7234243121423286],[0.7570972623131431],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,[0.6033558722033209],[0.524708344416444],[0.6526246305554587],[0.606074927630375],[0.5783635845313184],[0.5505688212672815],[0.5533459866714515],"[7.721315572107394e-05, 0.5904407206298539]",[0.6539174252991223],[0.6418923005620912],[0.5981689535326414],[0.6124994727709129],[0.6474564777692875],[0.6574363440207985],[0.6721676036511922],[0.6732614968679969],[0.6465730239176042],[0.5488856531467328],[0.59896331665117],[0.5306789598876985],[0.6117294967067218],[0.5566136154358678],[0.5700378420710476],[0.5485159148052428],[0.5986417013496796],[0.5450634629742134],[0.6176477585314233],[0.6279235119820582],[0.5760555463028261],[0.551868500783567],[0.5440918979842528],[0.5967038977670491],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,[0.6731794349853354],[0.6875111422528725],[0.8118142757643163],[0.699428921311175],[0.7427672706906331],[0.8299099822128699],[0.8000614125013581],[0.8225843117162024],[0.7797803350488602],[0.8304980747157076],[0.8333417380699157],[0.6148696094512196],[0.7303169555185239],[0.8415236436080865],[0.8237545829544537],[0.7821681853411214],[0.7212313370565993],[0.8117791685913478],[0.7133714206036897],[0.7555797899881239],[0.7945534847221187],[0.7922282661906579],[0.8520666761528515],[0.8712879943503223],[0.8263353734600396],[0.804619853854135],[0.763333921868554],[0.7111653964975704],[0.8007627806230242],[0.7277123941283569],[0.8886387041994437],[0.8741791872333456],[0.8581984408833112],[0.7893044910271827],[0.7907730421435811],[0.8509228554619992],[0.8275369708712845],[0.8926884780693397],[0.8662463943932582],"[0.7262039629270501, 0.7961164179137511]",[0.6959119288844484],[0.8155635033525946],[0.7823595001573664],[0.8587350825269106],[0.8203328421853172],[0.8620039665158072],[0.8819328755085278],[0.882015827270622],[0.85585074282186],[0.7613909322747834],[0.8410497593583908],[0.8411295342970252],[0.824893858378813],[0.8737946404403732],[0.8742456593047937],[0.8683528632725077],[0.8176894117503355],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,[0.503517815604389],[0.4688338315805015],[0.3937955151460268],[0.4692204794208764],[0.48560781804697356],[0.4650463155369168],[0.43316062429327795],[0.4532963698907538],[0.4742205926826885],[0.5471152004421239],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,[0.5615711803794272],[0.4842246038084724],[0.5317190145963127],[0.5098787256847903],[0.5237853051796788],[0.5182649608911576],[0.6253678283330266],[0.49551831758176473],[0.4341014709076444],[0.5868613014492514],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
